"gender","age","membership_start","income","ave_spend","max_spend","tenure","recency","frequency","monetary_value","r_score","f_score","m_score","fm_string","fm_score","rfm_string","rfm_score","person_id"
"F",52,"2015-12-26",60000,17.17,40.15,943,648,11,188.86,"6","8","9","89",17,"689",23,"ab9b519a8d0f419fbba7915f086bc2dd"
"M",24,"2015-10-21",51000,4.57,12.67,1010,630,17,77.63,"5","10","5","105",15,"5105",20,"aba68a20aa8a42acbe25ebcf0800414b"
"F",61,"2016-09-04",96000,20.49,26.58,691,678,11,225.34,"7","8","9","89",17,"789",24,"aba9d2d799084a20b3a395ff5b1e060f"
"M",41,"2014-07-09",34000,2.13,5.57,1479,660,12,25.57,"6","8","3","83",11,"683",17,"abab5839c83d4790a12ecf939dff600b"
"M",32,"2015-10-15",75000,23.63,39.48,1016,678,10,236.31,"7","8","9","89",17,"789",24,"abae13b2df30414990996a157cbffbd6"
"M",33,"2017-10-19",56000,3.37,8.24,281,564,5,16.84,"2","4","2","42",6,"242",8,"abb1e29840744feb8b7762fee8bf4023"
"F",56,"2018-06-14",40000,2.92,5.13,43,684,7,20.42,"8","6","2","62",8,"862",16,"abb51bfc362344dfb1b1ad7eb8df1ca1"
"M",77,"2017-08-10",98000,0,0,351,0,0,0,"1","1","1","11",2,"111",3,"abb5f4d62fa245799c42ff968954b72f"
"M",70,"2017-10-01",107000,27.11,27.11,299,690,1,27.11,"8","1","3","13",4,"813",12,"abb6cbb21f6d40c89a4c44b4569ef4e1"
"M",52,"2015-11-08",73000,21.66,34.92,991,672,7,151.62,"7","6","8","68",14,"768",21,"abb7d3c2fc1245e485bd35e77d751148"
"M",63,"2016-06-13",79000,20.57,26.7,774,684,6,123.39,"8","5","7","57",12,"857",20,"abb9649acfca4fd5998d6c23e9c3a073"
"F",69,"2016-09-09",114000,121.69,503.88,686,648,5,608.43,"6","4","10","410",14,"6410",20,"abc210958d314238bbea0baf7086d613"
"M",51,"2014-08-04",68000,3.68,17.42,1453,618,13,47.88,"4","9","4","94",13,"494",17,"abc4359eb34e4e2ca2349da2ddf771b6"
"M",40,"2017-08-05",89000,20.14,28.57,356,666,7,140.95,"7","6","7","67",13,"767",20,"abc440bf04f4476d943077f226cbedf7"
"M",60,"2017-08-15",86000,21.07,27.04,346,684,7,147.52,"8","6","8","68",14,"868",22,"abc4d6e1c8564532a878308c2aa5ec76"
"F",57,"2018-06-15",64000,17.44,28.71,42,708,11,191.87,"10","8","9","89",17,"1089",27,"abc9386f368c4fb1a098a3f074e884a5"
"F",42,"2017-08-16",74000,4.14,9.68,345,582,8,33.12,"3","6","3","63",9,"363",12,"abd10430922642a2afac8fcaaab4dd14"
"M",38,"2015-12-04",45000,8.83,12.92,965,678,6,53,"7","5","4","54",9,"754",16,"abd6e8f0ea7d4f0f877e1683213dabb9"
"F",62,"2017-11-26",83000,26.36,33.02,242,618,4,105.42,"4","3","6","36",9,"436",13,"abd724ed7eac42a59505dcb535f33a95"
"M",18,"2016-12-29",47000,9.94,18.06,574,714,11,109.29,"10","8","6","86",14,"1086",24,"abdc98fc32234a17b962e035422289fd"
"M",45,"2016-11-18",45000,10.67,18.97,615,696,12,128,"9","8","7","87",15,"987",24,"abe02169c49f4e1bba9dae55d654ce1a"
"F",66,"2017-07-27",52000,12.89,27.81,365,660,4,51.56,"6","3","4","34",7,"634",13,"abe7e745057a49d2a12fdb828edf0957"
"F",62,"2016-05-02",98000,25.69,34.26,816,606,3,77.08,"4","2","5","25",7,"425",11,"abf29a94ba3d4648869ad7505d863e22"
"F",60,"2015-08-22",108000,29.82,34.08,1070,486,4,119.29,"1","3","7","37",10,"137",11,"abf604534dfe455aad2007cb8ff18420"
"F",57,"2017-04-26",85000,22.32,31.21,457,714,8,178.58,"10","6","8","68",14,"1068",24,"abfb871cab3b4fb4a0e7be1ed5a2ac35"
"F",50,"2015-07-29",119000,28.88,48.04,1094,666,9,259.89,"7","7","10","710",17,"7710",24,"abfccb80eb3d46afb173c85e3d335194"
"F",57,"2015-09-16",90000,23.08,33.52,1045,474,3,69.23,"1","2","5","25",7,"125",8,"abfd275ab5844ce7acdd0fb1f332479f"
"M",50,"2015-08-03",45000,12.15,26.92,1089,702,13,157.91,"9","9","8","98",17,"998",26,"ac016c534e3b454ea1e73aab20824864"
"M",33,"2013-10-26",74000,11.23,145.72,1735,690,17,190.98,"8","10","9","109",19,"8109",27,"ac04305b540c492ea789ca904a0a63d6"
"M",91,"2017-11-09",51000,3.25,8.01,259,690,4,13,"8","3","2","32",5,"832",13,"ac088277f87f4d3c992457dba9e53adf"
"M",39,"2015-10-05",61000,15.11,25.35,1026,672,16,241.82,"7","10","10","1010",20,"71010",27,"ac0c7b66570b4ca6897407fa7ec00d10"
"M",19,"2017-09-01",43000,12.67,20.23,329,594,10,126.72,"3","8","7","87",15,"387",18,"ac165d9e39704046bbff4313c552e652"
"M",29,"2018-05-05",73000,3.73,7.72,83,540,5,18.67,"2","4","2","42",6,"242",8,"ac18d9e07ed24f9ebd269082390bedb5"
"F",69,"2016-10-26",84000,23.29,32.05,639,696,12,279.48,"9","8","10","810",18,"9810",27,"ac1cc98adbb3419db722ecbdb1583426"
"M",53,"2017-10-18",80000,21.84,29.66,282,552,5,109.22,"2","4","6","46",10,"246",12,"ac1e403449ab4975a66f7e2801932db8"
"F",59,"2016-02-09",88000,20.86,35.21,898,690,9,187.73,"8","7","9","79",16,"879",24,"ac1fa6dad6284be5bee99d94a353e688"
"F",42,"2017-08-21",59000,13.96,24.39,340,660,8,111.65,"6","6","6","66",12,"666",18,"ac27dd4e3a8a4f02a36ac868c29de650"
"M",24,"2018-01-02",57000,15.09,28.15,205,690,15,226.3,"8","9","9","99",18,"899",26,"ac3832e7bd014acd9b311c1ac5e3cb5f"
"M",72,"2018-05-30",70000,16.86,21.2,58,564,4,67.46,"2","3","5","35",8,"235",10,"ac3a2bfec2214ea78829f69444578c9b"
"M",67,"2018-03-21",68000,18.67,24.03,127,636,2,37.34,"5","1","3","13",4,"513",9,"ac3b5e911fd3406bb37da9e001ed306e"
"M",57,"2017-02-27",72000,18.85,36.1,514,714,13,245.1,"10","9","10","910",19,"10910",29,"ac3b8c9879304a9db841fa510d931ea7"
"M",66,"2017-10-14",50000,3.83,10.01,286,684,6,22.95,"8","5","2","52",7,"852",15,"ac3d62b70d7b4cb7ab931cd7c8c6f08b"
"M",91,"2016-06-13",33000,8.31,21.07,774,708,15,124.71,"10","9","7","97",16,"1097",26,"ac3e5e1cf92a4cbe84636087fa45204a"
"F",43,"2018-05-16",60000,14.26,22.46,72,702,9,128.3,"9","7","7","77",14,"977",23,"ac41b8574427446e8f31fc37042ac3ee"
"M",26,"2015-05-08",39000,2.68,8.07,1176,582,11,29.52,"3","8","3","83",11,"383",14,"ac43af82b68d48cea31a0f0a229a1375"
"F",81,"2016-04-17",71000,17.36,24.21,831,708,11,190.99,"10","8","9","89",17,"1089",27,"ac45ea89ce2a4cbbac7ec267c9226482"
"M",62,"2016-05-12",64000,15.32,20.72,806,558,6,91.93,"2","5","6","56",11,"256",13,"ac48f0c8cf884d2cb2e9a607182d1138"
"M",68,"2017-12-03",72000,18.12,24.82,235,672,8,144.94,"7","6","8","68",14,"768",21,"ac4f0dcaef7d4807bbb18e035a12fdf1"
"F",56,"2017-11-02",62000,13.8,20.31,266,612,3,41.4,"4","2","4","24",6,"424",10,"ac62a9c77646419e94900201f4094e40"
"M",31,"2017-02-02",46000,2.32,7.91,539,696,18,41.82,"9","10","4","104",14,"9104",23,"ac7bdcdc4b2b4d458860b70795128143"
"M",28,"2018-03-01",36000,3.16,5.94,147,546,6,18.94,"2","5","2","52",7,"252",9,"ac83538a4c4a4173ae663b656fcb14ec"
"M",47,"2017-10-14",58000,3.56,6.31,286,690,6,21.39,"8","5","2","52",7,"852",15,"ac89ec1b0527491e81567de2c0bdb296"
"F",76,"2016-11-11",80000,22.88,28.38,622,690,10,228.81,"8","8","9","89",17,"889",25,"ac8acdc4d91945789e009a333ccb4e2c"
"F",28,"2017-01-07",62000,15,32.2,565,714,24,360.1,"10","10","10","1010",20,"101010",30,"ac8bd2bd4d0544d88c041608aff94763"
"F",62,"2017-10-31",104000,24.93,36.3,268,636,3,74.79,"5","2","5","25",7,"525",12,"ac90c7b393d9494da523e9ecadbdb18b"
"M",58,"2017-08-13",110000,23.82,35.41,348,702,7,166.74,"9","6","8","68",14,"968",23,"ac924b1097a348d3b101cab1218aa83b"
"M",60,"2016-08-25",85000,28.23,34.39,701,648,6,169.4,"6","5","8","58",13,"658",19,"ac95693f45c14b71b35bad811f8f430f"
"M",46,"2017-12-27",57000,13.16,13.16,211,348,1,13.16,"1","1","2","12",3,"112",4,"ac967c1d269e4fc89298c3a2ad43908c"
"M",44,"2017-09-25",67000,3.19,4.82,305,714,9,28.69,"10","7","3","73",10,"1073",20,"ac972e26b3824aa6b0fd04a1e8ea3173"
"F",71,"2016-07-29",75000,19.04,26.57,728,468,10,190.42,"1","8","9","89",17,"189",18,"ac98ddf8c7b5412f81a47982c1ad92d7"
"M",61,"2018-02-26",48000,1.23,3.11,150,606,4,4.94,"4","3","1","31",4,"431",8,"aca4a4128fe64013834fe74966b01287"
"F",70,"2018-06-29",35000,3.49,6.9,28,600,6,20.93,"3","5","2","52",7,"352",10,"aca5ee867bed49b088582a0380cb4178"
"F",46,"2018-06-17",34000,6.24,10.9,40,708,8,49.92,"10","6","4","64",10,"1064",20,"aca8c903aaf54ff5b9fd388f8fd0a013"
"M",40,"2018-05-21",71000,21.27,27.93,67,714,4,85.07,"10","3","5","35",8,"1035",18,"aca9bbff7ff24610840ced92f3d78ade"
"F",56,"2017-12-10",55000,14.4,27.1,228,714,12,172.8,"10","8","8","88",16,"1088",26,"acaba6be6c1c49309e24a5016947e0e1"
"M",63,"2014-02-13",42000,2.98,8.29,1624,600,12,35.77,"3","8","3","83",11,"383",14,"acad430d2c2e472ab00ef44c9dd87b0f"
"M",79,"2017-09-19",60000,2.58,4.9,311,678,6,15.49,"7","5","2","52",7,"752",14,"acb84e878c0a40c3b998fe143e66d426"
"F",47,"2014-09-13",88000,26.84,28.36,1413,558,4,107.36,"2","3","6","36",9,"236",11,"acbb7d6d1efe410e897e0ac4a26d7bb0"
"M",52,"2018-01-30",30000,1.96,3.34,177,564,5,9.8,"2","4","1","41",5,"241",7,"acbc358a8bf44ba88d0de1f2bec5b2ab"
"F",82,"2015-08-11",41000,8.46,14.97,1081,570,6,50.75,"3","5","4","54",9,"354",12,"acc03f9b3c444433997dc08615899691"
"M",34,"2018-05-26",36000,2.04,4.45,62,678,6,12.27,"7","5","1","51",6,"751",13,"acc0e0ced2c94365a02b8f2b7117d3b7"
"M",36,"2017-10-30",60000,3.4,7.97,269,702,9,30.62,"9","7","3","73",10,"973",19,"acc1b286392b42ae8db2059cfd16f773"
"M",41,"2017-10-24",55000,0,0,276,0,0,0,"1","1","1","11",2,"111",3,"acc3bb69130c45aca141e8aa86f41b42"
"F",39,"2017-12-29",31000,1.58,3.39,209,618,7,11.08,"4","6","1","61",7,"461",11,"acc542a6f04a4950a5aa9121063d5b1f"
"F",72,"2017-01-13",87000,24.76,35.73,559,630,11,272.34,"5","8","10","810",18,"5810",23,"acc7e5f4e14a4297a80ec65c170c9c4d"
"F",70,"2017-10-25",76000,27.83,36.32,275,696,4,111.32,"9","3","6","36",9,"936",18,"acc86d3bd45d4e4688cd1be20e5a7294"
"F",65,"2016-11-09",83000,22.01,33.96,624,588,5,110.07,"3","4","6","46",10,"346",13,"acc974aac2684d0c9d7dea71c4fb412f"
"F",25,"2015-11-21",48000,12.93,18.67,978,708,8,103.41,"10","6","6","66",12,"1066",22,"acce25c39cfe46d6b308006d958c6252"
"M",81,"2018-05-03",93000,0,0,85,0,0,0,"1","1","1","11",2,"111",3,"accec36a10704e1fbaeb9b28b8bc5da8"
"M",63,"2018-07-09",67000,18.86,25.72,18,696,4,75.44,"9","3","5","35",8,"935",17,"acd28ea42ae1436aace2b5724797938e"
"M",43,"2016-10-21",72000,17.25,24.78,644,678,7,120.73,"7","6","7","67",13,"767",20,"acd7dc8df1384ba8bf49dd10a028378b"
"M",72,"2017-10-18",64000,16.04,25.41,282,666,8,128.28,"7","6","7","67",13,"767",20,"acd95e8902454e34a22f5e4e5697f70a"
"M",52,"2014-02-01",56000,3.14,8.64,1636,702,25,78.49,"9","10","5","105",15,"9105",24,"acd96146258741999a42ce74856bc119"
"O",55,"2017-05-04",76000,19.08,24.96,449,696,13,248.02,"9","9","10","910",19,"9910",28,"acde74ee0f4d418e8fd5bf4f4da8f56c"
"M",45,"2018-05-05",52000,2.75,6.91,83,702,11,30.3,"9","8","3","83",11,"983",20,"acde96bfd1604c58a3f539029f98f122"
"F",72,"2017-02-01",91000,96.56,659.47,540,678,9,869.02,"7","7","10","710",17,"7710",24,"acdf9a19b60d4c13ad594ebcb6b23eb9"
"M",71,"2017-06-24",75000,23.11,31.76,398,666,8,184.91,"7","6","9","69",15,"769",22,"ace497e21106417694ccbeaf00607aa9"
"M",55,"2016-03-23",60000,2.56,5.2,855,684,6,15.33,"8","5","2","52",7,"852",15,"ace4a7611da040748d1722cda25b6280"
"F",60,"2018-04-25",83000,27.3,29.68,93,552,2,54.61,"2","1","4","14",5,"214",7,"ace621b2662948659a804215d5574de2"
"F",81,"2018-01-05",110000,28.15,37.01,202,672,5,140.76,"7","4","7","47",11,"747",18,"acef018f388441a6a8c192906b780fb4"
"F",60,"2014-01-20",85000,20.45,40.23,1648,606,10,204.49,"4","8","9","89",17,"489",21,"acefb2ff92184128bc97ed2709bb8369"
"F",23,"2018-07-03",41000,11.98,17.01,24,552,9,107.78,"2","7","6","76",13,"276",15,"acf11763f290465982c903ad7c6082e5"
"F",58,"2017-09-12",80000,15.15,24.12,318,582,4,60.61,"3","3","4","34",7,"334",10,"acf207b52925485cbda7a55472dcfb32"
"M",81,"2018-06-10",62000,18.45,20,47,696,3,55.36,"9","2","4","24",6,"924",15,"acfbd718a7a848698a1ac398e8566179"
"M",60,"2015-08-01",92000,21.95,32.02,1091,504,7,153.68,"2","6","8","68",14,"268",16,"ad05dadd098c46cba692bb37e5fd739e"
"M",52,"2015-12-24",61000,17.71,27.12,945,702,15,265.64,"9","9","10","910",19,"9910",28,"ad065d06d31240de81fa606465930cd4"
"M",55,"2016-11-20",57000,15.7,21.81,613,390,8,125.61,"1","6","7","67",13,"167",14,"ad0884c461704fcdad54dc7d8150ae32"
"F",62,"2017-09-29",99000,17.06,19.96,301,558,2,34.11,"2","1","3","13",4,"213",6,"ad14d4db50a24792bb6768062340c9e8"
"F",81,"2017-12-12",69000,3.44,8.32,226,696,6,20.65,"9","5","2","52",7,"952",16,"ad1560b2fee0449e8e7786e71de5ef81"
"F",52,"2016-01-16",89000,19.79,19.79,922,516,1,19.79,"2","1","2","12",3,"212",5,"ad16351ea0c44654979d30c880df4227"
"F",51,"2017-08-11",80000,18.73,27.53,350,714,6,112.38,"10","5","6","56",11,"1056",21,"ad18ad432f5a40c7b8ccce4be4fb530c"
"F",34,"2018-07-13",55000,2.62,6.75,14,588,4,10.47,"3","3","1","31",4,"331",7,"ad1b263b2228452d91e12812804e6764"
"M",66,"2017-08-27",80000,251.64,641.21,334,504,5,1258.19,"2","4","10","410",14,"2410",16,"ad1f0a409ae642bc9a43f31f56c130fc"
"M",46,"2017-10-16",71000,15.35,21.29,284,528,3,46.05,"2","2","4","24",6,"224",8,"ad20bf997b3d4d99b6c8afd17a33232b"
"M",70,"2018-05-05",75000,28.04,38.34,83,708,4,112.16,"10","3","6","36",9,"1036",19,"ad25a45d327f416a9e252eeb8836e93e"
"F",42,"2018-03-24",96000,35.66,36.04,124,426,2,71.32,"1","1","5","15",6,"115",7,"ad272b2a69e44f9d8aa5959cc743b69d"
"M",51,"2016-01-10",116000,28.42,39.47,928,672,7,198.94,"7","6","9","69",15,"769",22,"ad2c5a7237a647d5b717fc079283da18"
"M",79,"2017-09-26",33000,24.47,70.99,304,444,3,73.42,"1","2","5","25",7,"125",8,"ad2d64ad3c7a49239a53eefe149d0091"
"F",26,"2017-10-10",37000,2.49,9.48,290,714,7,17.42,"10","6","2","62",8,"1062",18,"ad37608a05a9453d8439806e90962c59"
"M",44,"2018-07-18",53000,11.55,16.73,9,594,6,69.32,"3","5","5","55",10,"355",13,"ad3c443c9ce34aa38929b0a84cb14c04"
"M",71,"2016-12-17",45000,4.46,10.76,586,702,10,44.62,"9","8","4","84",12,"984",21,"ad3c97ee0ec140d0bf53256a258c0cd0"
"M",49,"2018-01-06",73000,18.74,29.64,201,678,10,187.35,"7","8","9","89",17,"789",24,"ad3e1e401ffc4f9aab60679d3692e4eb"
"M",69,"2018-04-20",78000,18.89,30.89,98,570,6,113.32,"3","5","6","56",11,"356",14,"ad43ddab7325414f9f8ffa7331a0f13f"
"F",54,"2017-12-02",61000,4.81,8.73,236,696,6,28.85,"9","5","3","53",8,"953",17,"ad48cce43e2243d5be3b84b58d022fe2"
"M",34,"2018-01-22",48000,5.37,7.09,185,612,5,26.86,"4","4","3","43",7,"443",11,"ad4bd40eb770470a846b9569742c0b00"
"F",68,"2015-12-29",66000,14.53,23.72,940,684,10,145.28,"8","8","8","88",16,"888",24,"ad4fd34e9f7e4fd9ae627edd73ca2081"
"M",40,"2017-10-05",70000,83.7,399.97,295,504,6,502.23,"2","5","10","510",15,"2510",17,"ad520f42370b4a419a99368fbad31e21"
"M",32,"2017-10-04",56000,1.73,5.21,296,618,5,8.66,"4","4","1","41",5,"441",9,"ad54cb419a164428abe1f04397b328d9"
"F",50,"2015-11-07",106000,24,33.03,992,612,6,143.97,"4","5","7","57",12,"457",16,"ad5c7281f3f24e5789f0bbc403f57eb8"
"F",52,"2016-12-29",75000,21.09,30.54,574,708,8,168.76,"10","6","8","68",14,"1068",24,"ad622da354f148dea65c5af2df594780"
"M",44,"2018-06-20",58000,12.02,14.17,37,342,4,48.09,"1","3","4","34",7,"134",8,"ad635bcaa37140619ac0bf4149a1a713"
"M",56,"2017-10-13",111000,19.73,30.34,287,492,3,59.2,"1","2","4","24",6,"124",7,"ad654a365ab144b19f941d26ce0c26a2"
"M",35,"2018-06-04",46000,10.75,19.84,53,648,14,150.53,"6","9","8","98",17,"698",23,"ad6a9cf0594d401c94b62590989c5644"
"F",56,"2016-03-31",73000,19.56,25.28,848,672,6,117.38,"7","5","7","57",12,"757",19,"ad6d7d6347214363a65549af59871468"
"M",45,"2018-06-18",40000,1.75,4.12,39,684,5,8.77,"8","4","1","41",5,"841",13,"ad709f2af7d8454ea31cde47983f2563"
"F",38,"2018-04-29",72000,2.11,2.78,89,588,5,10.54,"3","4","1","41",5,"341",8,"ad733e0dfb4a41c7a5f667ffe726c7a5"
"F",68,"2017-10-12",82000,26.52,38.57,288,648,6,159.15,"6","5","8","58",13,"658",19,"ad7470c89b2540b5b20c34bfecff453f"
"M",50,"2018-03-14",67000,2.47,4.03,134,696,6,14.81,"9","5","2","52",7,"952",16,"ad75ad314b534ed09cc1a808a7ef3876"
"M",43,"2016-01-12",42000,10.79,20.66,926,528,11,118.71,"2","8","7","87",15,"287",17,"ad783557583642c690fe505163e1c8dd"
"M",54,"2017-08-20",73000,18.45,26.7,341,684,12,221.43,"8","8","9","89",17,"889",25,"ad7ae900636d44eea472ecfa2b8dbd6f"
"M",32,"2018-02-20",71000,5.23,14.9,156,696,9,47.07,"9","7","4","74",11,"974",20,"ad7ced48712b41148329a7e960c2bc5e"
"M",66,"2015-05-08",55000,3.17,11.53,1176,648,15,47.55,"6","9","4","94",13,"694",19,"ad7e224e857e419d9db92451e8969e85"
"M",61,"2018-02-24",68000,5.54,11.47,152,702,8,44.33,"9","6","4","64",10,"964",19,"ad80753fc9e0485c9e6b1cc9478d827f"
"M",49,"2018-02-09",77000,21.59,21.59,167,372,1,21.59,"1","1","2","12",3,"112",4,"ad82a475a7f94f0b9ceb235f4a0922c7"
"F",66,"2017-10-02",55000,14.85,18.05,298,582,7,103.97,"3","6","6","66",12,"366",15,"ad84e9ec3c33444c859e0295773bc05f"
"M",51,"2014-07-25",39000,2.38,5.05,1463,450,8,19.06,"1","6","2","62",8,"162",9,"ad9c1730a8124d3dbb40e9aa5d98c608"
"M",81,"2017-11-10",68000,24.12,108.89,258,600,5,120.58,"3","4","7","47",11,"347",14,"ad9e18d628fd4771bb3afdc2993cfdd7"
"F",54,"2016-03-22",116000,30.27,44.16,856,672,8,242.19,"7","6","10","610",16,"7610",23,"ada85994982146b88478062931d485d2"
"F",60,"2018-05-11",91000,23.59,23.96,77,630,2,47.19,"5","1","4","14",5,"514",10,"adad1a68bb674945ba10b71b3fd01592"
"M",71,"2018-01-17",63000,13.75,24.42,190,642,9,123.79,"5","7","7","77",14,"577",19,"adb5fffb5e674fd4afc400ea893e171c"
"M",61,"2013-09-26",81000,20.31,31.13,1765,678,7,142.19,"7","6","7","67",13,"767",20,"adc5dcc9dd1743b3b91f0fb4cc8f7cdf"
"M",19,"2016-11-29",52000,13.61,26.26,604,636,13,176.89,"5","9","8","98",17,"598",22,"adc7ef85f1714699b4f341a7e12c632f"
"F",83,"2016-07-19",86000,19.65,30.46,738,600,10,196.49,"3","8","9","89",17,"389",20,"adca596a441a4d68b76a57d19f4041ab"
"M",56,"2017-08-21",46000,2.92,5.07,340,612,6,17.49,"4","5","2","52",7,"452",11,"adcbfd37ea65430d852cb783808d05da"
"M",27,"2018-02-02",60000,2.19,3.47,174,672,5,10.93,"7","4","1","41",5,"741",12,"adcfd62b7ca5466ea56ffa164603cdcc"
"F",85,"2018-05-24",65000,20.65,25.51,64,696,9,185.85,"9","7","9","79",16,"979",25,"add16bae2a4446dc8a80ed1be5cd284d"
"M",75,"2016-07-04",44000,12.13,17.97,753,666,14,169.79,"7","9","8","98",17,"798",24,"add8153f744b485b96901eb9cd066f05"
"F",95,"2017-12-23",55000,2.83,9.18,215,690,5,14.14,"8","4","2","42",6,"842",14,"adda19baff4645fd8af6f87592595070"
"M",24,"2016-10-10",39000,8.17,15.11,655,618,15,122.57,"4","9","7","97",16,"497",20,"addacaac2dda48b69f68158175f2e797"
"F",42,"2017-01-08",33000,9.16,15.03,564,684,15,137.44,"8","9","7","97",16,"897",24,"ade281e47ea7413da6c43d28a74bd871"
"M",68,"2016-08-04",104000,24.53,27.99,722,684,7,171.69,"8","6","8","68",14,"868",22,"ade6c5f2bc8a4862978716b70e1b037b"
"M",41,"2018-01-26",55000,14.96,21.63,181,462,5,74.78,"1","4","5","45",9,"145",10,"adeaeb917eac4f4ab806e68981a51703"
"M",23,"2017-10-28",32000,9.18,20.82,272,654,10,91.77,"6","8","6","86",14,"686",20,"adee4e7b7dfd4661bd0faa61ed3ad33b"
"O",42,"2018-04-10",89000,25.33,37.33,108,558,5,126.63,"2","4","7","47",11,"247",13,"adf7a0dbdb1e438ead376fcde5c87177"
"M",73,"2017-10-03",55000,14.13,17.61,297,510,3,42.39,"2","2","4","24",6,"224",8,"adf9a0caa4494437bee5b2700b79207a"
"F",65,"2017-03-18",118000,28.12,34.4,495,702,12,337.44,"9","8","10","810",18,"9810",27,"adf9c31a25944ec6a58f7c88e008ba5a"
"M",55,"2018-01-20",52000,12.66,14.53,187,540,3,37.99,"2","2","3","23",5,"223",7,"ae00862bd7434951862a6f94c4482898"
"F",61,"2017-07-30",47000,3.13,5.83,362,636,5,15.66,"5","4","2","42",6,"542",11,"ae01eaac580e4809905a0ae88ee08993"
"M",63,"2015-01-18",64000,2.45,6.82,1285,696,13,31.85,"9","9","3","93",12,"993",21,"ae02ff99e338449ab46fca34b428a768"
"M",49,"2014-09-19",33000,3.27,9.57,1407,666,15,49.1,"7","9","4","94",13,"794",20,"ae042c0c47e142238b09f90e367d5c05"
"M",39,"2013-08-27",50000,3.23,7.4,1795,648,17,54.86,"6","10","4","104",14,"6104",20,"ae0a070c9d07424d8b955efe7caaca6e"
"F",30,"2016-05-09",54000,12.61,19.24,809,684,17,214.42,"8","10","9","109",19,"8109",27,"ae0a87a45d9f4e52bfba3c8bacac464a"
"M",88,"2016-04-02",68000,17.42,29.86,846,636,12,209.04,"5","8","9","89",17,"589",22,"ae11c6794bcd4afbb6207e7f6722d93d"
"F",28,"2017-12-13",39000,7.5,14.04,225,648,25,187.54,"6","10","9","109",19,"6109",25,"ae1a36f874a34dd6acaf8e286814a715"
"F",68,"2016-09-24",72000,19.26,27.08,671,654,10,192.64,"6","8","9","89",17,"689",23,"ae1c83d44e834751ab329f9dc241c951"
"M",54,"2018-04-08",42000,2.15,4.33,110,702,9,19.36,"9","7","2","72",9,"972",18,"ae1f3bb236ec427185d9d70f945a37c8"
"M",28,"2017-10-03",67000,2.73,4.51,297,546,4,10.91,"2","3","1","31",4,"231",6,"ae26bd07ecac4e6b80f1c78486b9f89c"
"M",38,"2018-06-15",38000,30.2,326.89,42,660,16,483.27,"6","10","10","1010",20,"61010",26,"ae27549c1fcc4407a7d5d270928ff0ab"
"F",75,"2017-11-02",53000,15.44,21.36,266,498,5,77.19,"1","4","5","45",9,"145",10,"ae2f9e0ed70f4f3b8667ae2ce7e7e15d"
"M",61,"2017-04-25",39000,2.62,8.24,458,702,14,36.69,"9","9","3","93",12,"993",21,"ae37927ce8524f43b2174b77d89263a3"
"F",66,"2017-03-16",76000,16.62,22.22,497,648,9,149.59,"6","7","8","78",15,"678",21,"ae3a9b5338154f7d9fca6ebe61750b8f"
"F",54,"2015-10-06",99000,23.31,30.54,1025,594,7,163.18,"3","6","8","68",14,"368",17,"ae40f2f496e84ed29e7638b0bccee9a4"
"M",67,"2017-03-24",66000,16.86,25.82,489,702,9,151.72,"9","7","8","78",15,"978",24,"ae446077b3294f60bd40a5757d537744"
"M",55,"2017-03-23",85000,18.82,30.79,490,624,7,131.74,"4","6","7","67",13,"467",17,"ae46f1abb2ee47d4adc9811e3ec61571"
"M",54,"2017-02-16",118000,26.52,36.18,525,450,7,185.61,"1","6","9","69",15,"169",16,"ae47fbe72b274838a2093c3e91bc03dc"
"F",28,"2017-10-15",54000,1.61,4.19,285,678,5,8.06,"7","4","1","41",5,"741",12,"ae4e5d8d13d74a2eba8ed2d049c1a0c1"
"M",78,"2017-12-06",44000,10.7,15.78,232,642,9,96.29,"5","7","6","76",13,"576",18,"ae51f2aa9f0c4ee3a13d59395705e828"
"M",52,"2017-06-06",69000,17.08,29.95,416,594,18,307.42,"3","10","10","1010",20,"31010",23,"ae56c4d76ac84a639a31693086044dd9"
"M",50,"2017-11-07",54000,11.58,16.82,261,492,4,46.31,"1","3","4","34",7,"134",8,"ae57fa97d0c44d878642a8858ad7f5a7"
"F",76,"2018-03-09",47000,2.62,6.55,139,498,3,7.87,"1","2","1","21",3,"121",4,"ae588882351a4461800d70badcc81b6d"
"F",49,"2015-11-26",62000,16.81,33.33,973,642,11,184.91,"5","8","9","89",17,"589",22,"ae599f5b0693463685dc1a4980cf6489"
"F",56,"2015-09-16",67000,16.11,24.72,1045,558,11,177.18,"2","8","8","88",16,"288",18,"ae5d734b4970435cbdc30f7482ac6922"
"F",21,"2017-06-01",54000,3.33,9.93,421,648,16,53.35,"6","10","4","104",14,"6104",20,"ae5f3528d8324fcbbdbc51cf8a46cffa"
"F",36,"2017-05-21",71000,82.98,601.64,432,612,16,1327.74,"4","10","10","1010",20,"41010",24,"ae6f43089b674728a50b8727252d3305"
"M",66,"2016-10-22",43000,12.34,20.91,643,630,13,160.47,"5","9","8","98",17,"598",22,"ae794740ec2c4d2aaa30a6ced332a745"
"F",35,"2014-01-04",70000,3.66,7.97,1664,690,16,58.53,"8","10","4","104",14,"8104",22,"ae7f166083dd4a5eabca0d526fb246b2"
